The A.V. Club,,https://www.avclub.com/,R,123A,2014,1/7/2020,,1,,,,,
Baidu Baike,,https://baike.baidu.com/,UR,1234,2018,1/7/2020,,"1
2",,,,,
Ballotpedia,,https://ballotpedia.org/Main_Page,NC,123,2016,1/7/2020,,1,,,,,
British Broadcasting Corporation US,,https://www.bbc.com/,R,14[b],2019,1/7/2020,British Broadcasting Corporation,"1
2",,,,,
British Broadcasting Corporation UK,,www.bbc.co.uk,R,,2019,1/7/2020,,,,,,,
Bellingcat,,https://www.bellingcat.com/,R,2019123,2019,1/7/2020,,1,,,,,
Bild,,https://www.bild.de/,UR,12,2014,1/7/2020,,1,,,,,
Biography.com,,https://www.biography.com/,NC,1234,2018,1/7/2020,,1,,,,,
TheBlaze,,https://www.theblaze.com/,UR,123,2018,1/7/2020,Blaze Media,"1
2",,,,,
Blaze TV,,https://get.blazetv.com/,UR,,2018,1/7/2020,,,,,,,
Conservative Review ,,https://www.conservativereview.com/,UR,,2018,1/7/2020,,,,,,,
Blogger,,www.blogger.com,UR,19[c],2019,1/7/2020,,1,,,,,
,,Blogspot.com,UR,,2019,1/7/2020,,,,,,,
Bloomberg News,,https://www.bloomberg.com/,R,123,2019,1/7/2020,Bloomberg ,1,,,,,
Bloomberg Businessweek,,https://www.bloomberg.com/businessweek,R,,2019,1/7/2020,,,,,,,
Bloomberg Profiles,,,NC,12,2018,1/7/2020,,1,,,,,
Boing Boing,,https://boingboing.net/,NC,123,2019,1/7/2020,,1,,,,,
Breitbart News,,https://www.breitbart.com/,D,20182018+14[d],2019,1/7/2020,,1,,,,,
Business Insider,Business Insider,https://www.businessinsider.com/,NC,123456,2015,1/7/2020,,"1
2
3",,,,,
Business Insider,Markets Insider,,NC,,2015,1/7/2020,,,,,,,
Business Insider,Tech Insider,,NC,,2015,1/7/2020,,,,,,,
Bustle,,https://www.bustle.com/,,2019,2019,1/7/2020,,1,,,,,
BuzzFeed,,https://www.buzzfeed.com/,,12345678,2018,1/7/2020,,1,,,,,
BuzzFeed News,,https://www.buzzfeednews.com/,R,12345678,2019,1/7/2020,,"1
2",,,,,
Cato Institute,,https://www.cato.org/,NC,12,2015,1/7/2020,,1,,,,,
CelebrityNetWorth,,https://www.celebritynetworth.com/,UR,123456789,2018,1/7/2020,,1,,,,,
Center for Economic and Policy Research,,http://cepr.net/,NC,,2020,1/7/2020,,,,,,,
Centre for Research on Globalization,,https://www.globalresearch.ca/,UR,20191234567,2019,1/7/2020,,"1
2
3",,,,,
Center for Studies on New Religions,,https://www.cesnur.org/,UR,,,1/7/2020,,,,,,,
The Christian Science Monitor,,https://www.csmonitor.com/,R,20[e],2016,1/7/2020,,1,,,,,
CliffsNotes,,https://www.cliffsnotes.com/,NC,12,2018,1/7/2020,,1,,,,,
Climate Feedback,,climatefeedback.org,R,,2019,1/7/2020,,,,,,,
CNET,,https://www.cnet.com/,R,16[f],2015,1/7/2020,,1,,,,,
Cable News Network,,https://www.cnn.com/,R,12345678,2016,1/7/2020,,1,,,,,
CNSNews.com,,www.cnsnews.com,UR,,2019,1/7/2020,,,,,,,
CoinDesk,,https://www.coindesk.com/,UR,2018 2019123,2019,1/7/2020,,1,,,,,
The Conversation,,theconversation.com,R,,2019,1/7/2020,,,,,,,
Cosmopolitan,,https://www.cosmopolitan.com/,NC,123456,2019,1/7/2020,,1,,,,,
CounterPunch,,https://www.counterpunch.org/,NC,12345678,2016,1/7/2020,,1,,,,,
Cracked.com,,https://www.cracked.com/,UR,12345,2015,1/7/2020,,1,,,,,
Crunchbase,,https://www.crunchbase.com/,D,201912,2019,1/7/2020,,1,,,,,
The Daily Beast,,https://www.thedailybeast.com/,R,12,2019,1/7/2020,,1,,,,,
The Daily Caller,,https://dailycaller.com/,D,2019123456,2019,1/7/2020,,"1
2",,,,,
The Daily Dot,,https://www.dailydot.com/,R,12345678A,2018,1/7/2020,,1,,,,,
Daily Express,,https://www.express.co.uk/,UR,123,2018,1/7/2020,,1,,,,,
Daily Kos,,https://www.dailykos.com/,UR,,2017,1/7/2020,,,,,,,
Daily Mail,,https://www.dailymail.co.uk/ushome/index.html,D,,2019,1/7/2020,,,,,,,
Daily Mirror,,https://www.mirror.co.uk/,NC,123,2018,1/7/2020,,1,,,,,
Daily Star,,https://www.dailystar.co.uk/,UR,1234,2018,1/7/2020,,1,,,,,
The Daily Telegraph,,https://www.telegraph.co.uk/,R,16[h],2018,1/7/2020,,1,,,,,
Deadline Hollywood,,https://deadline.com/,R,123456,2019,1/7/2020,,"1
2",,,,,
Democracy Now!,,https://www.democracynow.org/,NC,12345,2013,1/7/2020,,1,,,,,
Deseret News,,https://www.deseret.com/,R,123,2016,1/7/2020,,1,,,,,
Digital Spy,,https://www.digitalspy.com/,R,12345A,2012,1/7/2020,,"1
2",,,,,
Discogs,,https://www.discogs.com,UR,201912345,2019,1/7/2020,,1,,,,,
Dotdash,,https://www.dotdash.com/,NC,14[i],2019,1/7/2020,,show,,,,,
About.com,,About.com,NC,,2019,1/7/2020,,,,,,,
The Balance,,https://www.thebalance.com/,NC,,2019,1/7/2020,,,,,,,
Lifewire,,https://www.lifewire.com/,NC,,2019,1/7/2020,,,,,,,
The Spruce,,https://www.thespruce.com/,NC,,2019,1/7/2020,,,,,,,
ThoughtCo,,https://www.thoughtco.com/,NC,,2019,1/7/2020,,,,,,,
TripSavvy,,https://www.tripsavvy.com/,NC,,2019,1/7/2020,,,,,,,
Verywell,,https://www.verywellhealth.com/,NC,,2019,1/7/2020,,,,,,,
E! News,"E! News,E! Online,Entertainment Television",https://www.eonline.com/,NC,123,2019,1/7/2020,,1,,,,,
The Economist,,https://www.economist.com/,R,1234,2018,1/7/2020,,1,,,,,
The Electronic Intifada,,https://electronicintifada.net/,UR,12345678,2018,1/7/2020,,1,,,,,
Encyclopædia Britannica,,,NC,12345678910,2019,1/7/2020,,1,,,,,
Encyclopædia Britannica,Encyclopædia BritannicaOnline,https://www.britannica.com/,NC,,2019,1/7/2020,,,,,,,
,,https://www.engadget.com/,R,1A,2012,1/7/2020,,1,,,,,
Entertainment Weekly,,https://ew.com/,R,123A,2018,1/7/2020,,1,,,,,
The Epoch Times,,https://www.theepochtimes.com/,D,201912345,2019,1/7/2020,,"1
2",,,,,
Evening Standard,,https://www.standard.co.uk/,NC,123456,2018,1/7/2020,,1,,,,,
Examiner.com,,Examiner.com,UR,20091234567,2014,1/7/2020,,1,Domain is dead,,,,
Fairness and Accuracy in Reporting,,https://fair.org/,NC,201012345,2014,1/7/2020,,1,,,,,
FamilySearch,,https://www.familysearch.org,UR,123456,2018,1/7/2020,,1,,,,,
Famous Birthdays,,https://www.famousbirthdays.com/,UR,201812345,2019,1/7/2020,,1,,,,,
Fandom,,fandom.com,UR,,2019,1/7/2020,,,,,,,
Wikia.org,,wikia.org,UR,,2019,1/7/2020,,,,,,,
,,wikia.com ,,,,,Fandom,,,,,,
Financial Times,,https://www.ft.com/,R,12345678,2018,1/7/2020,,1,,,,,
Find a Grave,,https://www.findagrave.com/,UR,1234,2016,1/7/2020,,1,,,,,
Findmypast,,https://www.findmypast.co.uk/,UR,12345,2019,1/7/2020,,1,,,,,
Forbes,main publication,www.forbes.com,R,12345,2018,1/7/2020,,1,,,,,
Forbes,contributors,,UR,123456789,2019,1/7/2020,,1,,,,,
Fox News,news and website,foxnews.com,R,2010+17[j],2019,1/7/2020,,1,,,,,
Fox News,talks shows,foxnews.com,NC,201012345678,2019,1/7/2020,,1,,,,,
Gawker,,https://gawker.com/,UR,20191234567,2019,1/7/2020,,1,Site is dead but domain exists.,,,,
Geni.com,,https://www.geni.com/,UR,12345,2019,1/7/2020,,1,,,,,
Genius(Rap Genius),,https://genius.com/,NC,12,2019,1/7/2020,,"1
2",,,,,
Global Times,,http://www.globaltimes.cn/,NC,123,2019,1/7/2020,,"1
2",,,,,
Goodreads,,https://www.goodreads.com/,UR,12,2018,1/7/2020,,1,,,,,
Google Maps,Google Street View,https://www.google.com/maps,NC,12345,2017,1/7/2020,,"1
2",,,,,
The Guardian,main publication,https://www.theguardian.com,R,123456789101112,2019,1/7/2020,,"1
2
3",,,,,
The Guardian,blogs,,NC,12345678,2019,,,,,,,,
The Manchester Guardian,,https://www.theguardian.com/uk/manchester,R,,2019,1/7/2020,,,,,,,
Haaretz,,https://www.haaretz.com/,R,123456789,2018,1/7/2020,,"1
2",,,,,
,,https://www.haaretz.co.il/,R,,2018,1/7/2020,,,,,,,
Hansard,"(UK Parliamenttranscripts,House of Commons,House of Lords)",https://hansard.parliament.uk/,NC,1234,2019,1/7/2020,,show,,,,,
Heat Street,,https://www.marketwatch.com/,UR,12,2017,1/7/2020,,1,,,,,
Heavy.com,,https://heavy.com/,NC,12,2019,1/7/2020,,1,,,,,
The Hill,,https://thehill.com/,R,12345678910,2019,1/7/2020,,1,,,,,
HispanTV,,https://www.hispantv.com/,D,2019,2019,1/7/2020,,"1
2",,,,,
The Hollywood Reporter,,https://www.hollywoodreporter.com/,R,12345,2018,1/7/2020,,1,,,,,
Hope not Hate,,https://www.hopenothate.org.uk/,NC,201812345,2019,1/7/2020,,"1
2",,,,,
Huffington Post,main publication,www.huffpost.com/,NC,17[k],2019,1/7/2020,,show,,,,,
Huffington Post,contributors,,UR,,2018,1/7/2020,,,,,,,
Human Events,,https://humanevents.com/,NC,123,2019,1/7/2020,,1,,,,,
Idolator,,http://www.idolator.com/,R,12345,2017,1/7/2020,,1,,,,,
Internet Movie Database,,https://www.imdb.com/,UR,2019+14[m],2019,1/7/2020,,1,,,,,
The Independent,,https://www.independent.co.uk/,R,123,2019,1/7/2020,,1,,,,,
Independent Journal Review,,https://ijr.com/,NC,123,2018,1/7/2020,,1,,,,,
Indepedent Media Center,,Indymedia.org,UR,,2019,1/7/2020,,,,,,,
InfoWars,,https://www.infowars.com/,D,201820181,2018,1/7/2020,,show,,,,,
NewsWars,,https://www.newswars.com/,D,,2018,1/7/2020,,,,,,,
Inter Press Service,,http://www.ipsnews.net/,R,12,2011,1/7/2020,,"1
2
3",,,,,
The Intercept,,https://theintercept.com/,R,12,2019,1/7/2020,,1,,,,,
International Business Times,,https://www.ibtimes.com/,UR,1234567,2019,1/7/2020,,show,,,,,
Investopedia,,https://www.investopedia.com/,NC,123,2018,1/7/2020,,1,,,,,
Journal of the American Medical Association,,https://jamanetwork.com/,R,12,2018,1/7/2020,,1,,,,,
Jewish Virtual Library ,,www.jewishvirtuallibrary.org,NC,,2015,1/7/2020,,,,,,,
Jezebel,,https://jezebel.com/,UR,123,2016,1/7/2020,,1,,,,,
Know Your Meme,,https://knowyourmeme.com/,NC,1234,2013,1/7/2020,,1,,,,,
Last.fm,,https://www.last.fm/,D,20191,2019,1/7/2020,,1,,,,,
Lenta.ru,,Lenta.ru,D,,2020,1/7/2020,,,,,,,
LifeSiteNews,,https://www.lifesitenews.com/,D,201912,2019,1/7/2020,,1,,,,,
LiveJournal,,https://www.livejournal.com/,UR,123,2012,1/7/2020,,1,,,,,
LiveLeak,,www.liveleak.com,UR,,2019,1/7/2020,,,,,,,
Los Angeles Times,,latimes.com,R,123456,2016,1/7/2020,,1,,,,,
Lulu Press,,https://www.lulu.com/,UR,123456789A,2019,1/7/2020,,1,,,,,
Marquis Who's Who,,https://www.marquiswhoswho.com/,UR,12345,2017,1/7/2020,,"1
2",,,,,
The Mary Sue,,https://www.themarysue.com/,NC,12AB,2016,1/7/2020,,1,,,,,
Media Bias/Fact Check,,https://mediabiasfactcheck.com/,UR,123,2019,1/7/2020,,1,,,,,
Media Matters for America,,https://www.mediamatters.org/,NC,201012345678910,2018,1/7/2020,,1,,,,,
Media Research Center,,https://www.mrc.org/,NC,2010123,2017,1/7/2020,,show,,,,,
MRCTV,,https://www.mrctv.org/,NC,,2017,1/7/2020,,,,,,,
News Busters,,https://www.newsbusters.org/,NC,,2017,1/7/2020,,,,,,,
Mediaite,,https://www.mediaite.com/,NC,123,2019,1/7/2020,,1,,,,,
Medium,,https://medium.com/,UR,123,2019,1/7/2020,,1,,,,,
MetalSucks,,https://www.metalsucks.net/,NC,12A,2018,1/7/2020,,1,,,,,
Metro UK,,https://www.metro.news/,UR,1234567,2017,1/7/2020,,"1
2",,,,,
MintPress News,,https://www.mintpressnews.com/,D,2019,2019,1/7/2020,,1,,,,,
Mondoweiss,,https://mondoweiss.net/,NC,12345678,2019,1/7/2020,,1,,,,,
Morning Star,,https://morningstaronline.co.uk/,NC,12AB,2018,1/7/2020,,1,,,,,
Mother Jones,,https://www.motherjones.com/,R,12345,2019,1/7/2020,,1,,,,,
MyLife,,https://www.mylife.com/,UR,201912,2019,1/7/2020,,"1
2",,,,,
,,reunion,UR,,2019,1/7/2020,,,,,,,
The Nation,,https://www.thenation.com/,R,123456,2009,1/7/2020,,1,,,,,
National Enquirer,,https://www.nationalenquirer.com/,D,2019123456,2019,1/7/2020,,1,,,,,
National Review,,https://www.nationalreview.com/,NC,123456,2018,1/7/2020,,1,,,,,
Natural News,,https://www.naturalnews.com/,UR,"20191
AB",2019,1/7/2020,,"1
2",,,,,
New York Magazine,,nymag.com,R,1234,2016,1/7/2020,,show,,,,,
Vulture,,vulture.com,R,,2016,1/7/2020,,,,,,,
The Cut,,thecut.com,R,,2016,1/7/2020,,,,,,,
Grub Street,,grubstreet.com,R,,2016,1/7/2020,,,,,,,
Daily Intelligencer,,http://nymag.com/intelligencer/,R,,2016,1/7/2020,,,,,,,
New York Daily News,"New York Daily News, Illustrated Daily News",https://www.nydailynews.com/,NC,123,2017,1/7/2020,,1,,,,,
New York Post,,https://nypost.com/,NC,12345,2019,1/7/2020,,"1
2",,,,,
New York Evening Post,,https://nypost.com/,NC,,2019,1/7/2020,,,,,,,
Page Six,,https://pagesix.com/,NC,,2019,1/7/2020,,,,,,,
The New York Times,,https://www.nytimes.com/,R,2018+33[n],2019,1/7/2020,,1,,,,,
The New Yorker,,https://www.newyorker.com/,R,12,2011,1/7/2020,,1,,,,,
News of the world,,www.newsoftheworld.co.uk,D,,2019,1/7/2020,,,,,,,
Newsmax,,https://www.newsmax.com/,NC,12,2013,1/7/2020,,1,,,,,
Newsweek,current,newsweek.com,R,123456,2019,1/7/2020,,1,,,,,
Newsweek,2013-present,newsweek.com,NC,,2019,1/7/2020,,,,,,,
Newsweek,pre-2013,newsweek.com,R,,2019,1/7/2020,,,,,,,
The Next Web,,https://thenextweb.com/,NC,1234,2019,1/7/2020,,1,,,,,
Notable Names Database,,https://nndb.com/,D,20191234,2019,1/7/2020,,1,,,,,
Occupy Democrats,,https://occupydemocrats.com/,D,2018,2018,1/7/2020,,1,,,,,
One America News Network,,https://www.oann.com/,D,,2019,1/7/2020,,,,,,,
The Onion,,https://www.theonion.com/,UR,12,2019,1/7/2020,,1,,,,,
Patheos,,https://www.patheos.com/,UR,123,2015,1/7/2020,,1,,,,,
People,,https://people.com/,R,20131234,2014,1/7/2020,,1,,,,,
Pew Research Center,,https://www.pewresearch.org/,R,12,2012,1/7/2020,,show,,,,,
Pink News,,https://www.pinknews.co.uk/,NC,12,2011,1/7/2020,,1,,,,,
Playboy,,https://playboy.com/,R,12345678,2015,1/7/2020,,1,,,,,
The Points Guy,News and Reviews,thepointsguy.com,NC,2019,2019,1/7/2020,,"1
2",,,,,
The Points Guy,Sponsored Content,,UR,2019,2019,1/7/2020,,1,,,,,
Politico,,https://www.politico.com/,R,123456,2018,1/7/2020,,1,,,,,
PolitiFact,,https://www.politifact.com/,R,2016,2016,1/7/2020,,1,,,,,
PunditFact,,https://www.politifact.com/punditfact/,R,,2016,1/7/2020,,,,,,,
Press TV,,https://www.presstv.com/,UR,123456,2019,1/7/2020,,"1
2",,,,,
ProPublica,,propublica.org,R,,2019,1/7/2020,,,,,,,
Quackwatch,,https://www.quackwatch.org/,NC,123456789AB,2019,1/7/2020,,1,,,,,
Quadrant,,https://quadrant.org.au/,UR,2019,2019,1/7/2020,,1,,,,,
Quillette,,https://quillette.com/,UR,123,2019,1/7/2020,,1,,,,,
Quora,,https://www.quora.com/,UR,1234,2019,1/7/2020,,1,,,,,
Rate Your Music,,https://rateyourmusic.com/,D,"20191
A",2019,1/7/2020,,show,,,,,
Cinemos,,https://cinemos.com/,D,,2019,1/7/2020,,,Dead domain,,,,
Glitchwave,,https://glitchwave.com/,D,,2019,1/7/2020,,,,,,,
Sonemic,,https://sonemic.com/,D,,2019,1/7/2020,,,,,,,
The Register,,https://www.theregister.co.uk/,R,12345A,2017,1/7/2020,,1,,,,,
ResearchGate,,https://www.researchgate.net/,UR,123,2019,1/7/2020,,1,,,,,
Reuters,,reuters.com,R,123,2018,1/7/2020,,1,,,,,
RhythmOne,,https://www.rhythmone.com/,NC,25[o],2019,1/7/2020,,"1
2
3",,,,,
AllMusic,,https://www.allmusic.com/,NC,,2019,1/7/2020,,,,,,,
AllMovie,,https://www.allmovie.com/,NC,,2019,1/7/2020,,,,,,,
All Media,,https://www.allmusic.com/,NC,,2019,1/7/2020,,,,,,,
AllRovi,,AllRovi.com,NC,,2019,1/7/2020,,,,,,,
RIA Novosti,,ria.ru,NC,1234,2016,1/7/2020,,"1
2",,,,,
,,sputniknews.com,NC,,2016,1/7/2020,,,,,,,
Rolling Stone,,https://www.rollingstone.com/,R,123456789,2019,1/7/2020,,1,,,,,
Rotten Tomatoes,,https://rottentomatoes.com/,R,1234A,2014,1/7/2020,,1,,,,,
Russia Today,general topics,https://www.rt.com/,NC,123456,2018,1/7/2020,,1,,,,,
Russia Today,"controversial topics, international politics",https://www.rt.com/,UR,123456,2018,1/7/2020,,1,,,,,
Salon,,salon.com,NC,123,2018,1/7/2020,,1,,,,,
Science-Based Medicine,,https://sciencebasedmedicine.org/,R,201912,2019,1/7/2020,,1,,,,,
ScienceBlogs,,http://scienceblogs.com/,NC,1234567A,2012,1/7/2020,,1,,,,,
Scribd,,https://www.scribd.com/,UR,1234,2016,1/7/2020,,1,,,,,
Scriptual texts,"(Bible, Quran)",No official domain,UR,,2018,1/7/2020,,,,,,,
The Skeptic's Dictionary,,http://skepdic.com/,R,123,2008,1/7/2020,,1,,,,,
Slate,,https://slate.com/,R,,2015,1/7/2020,,,,,,,
Snopes,,https://www.snopes.com/,R,12345678910111213,2019,1/7/2020,,1,,,,,
Softpedia,,https://www.softpedia.com/,NC,12A,2019,1/7/2020,,1,,,,,
Southern Poverty Law Center,,https://www.splcenter.org/,R,15[p],2019,1/7/2020,,1,,,,,
SparkNotes,,https://www.sparknotes.com/,NC,12,2018,1/7/2020,,1,,,,,
The Spectator,,https://www.spectator.co.uk/,R,1234,2018,1/7/2020,,1,,,,,
Der Spiegel,"Spiegel Online,SPON",https://www.spiegel.de/international/,R,12345678910,2018,1/7/2020,,1,,,,,
Sputnik,,https://sputniknews.com/,UR,123,2018,1/7/2020,,1,,,,,
Stack Exchange,,https://stackexchange.com/,UR,12A,2018,1/7/2020,,show,,,,,
Stack Overflow,,stackoverflow.com,UR,,2018,1/7/2020,,,,,,,
MathOverflow,,https://mathoverflow.net/,UR,,2018,1/7/2020,,,,,,,
Ask Ubuntu,,https://askubuntu.com/,UR,,2018,1/7/2020,,,,,,,
The Sun ,,https://www.thesun.co.uk/,D,201912345678,2019,1/7/2020,,1,,,,,
Taki's Magazine,,https://www.takimag.com/,D,20191,2019,1/7/2020,,1,,,,,
TASS Russian News Agency,,https://tass.com/,NC,2019,2019,1/7/2020,,"1
2",,,,,
TechCrunch,,https://techcrunch.com/,NC,12345,2018,1/7/2020,,1,,,,,
Telesur,,https://www.telesurenglish.net/ do we want english or spanish version?,D,201912,2019,1/7/2020,,"1
2",,,,,
TheWrap,,https://www.thewrap.com/,R,12,2017,1/7/2020,,1,,,,,
ThinkProgress,,https://thinkprogress.org/ ,NC,20131,2013,1/7/2020,,1,Site is dead,,,,
Time,,https://time.com/,R,12345,2019,1/7/2020,,1,,,,,
The Times,"The Sunday Times,The Times of London",https://www.thetimes.co.uk/,R,1234567A,2015,1/7/2020,,"1
2
3",,,,,
TMZ,,https://www.tmz.com/,NC,12345678910111213,2016,1/7/2020,,1,,,,,
TorrentFreak,,https://torrentfreak.com/,R,12345678,2019,1/7/2020,,1,,,,,
Townhall,,https://townhall.com/,NC,12,2010,1/7/2020,,1,,,,,
TRT World,,https://www.trtworld.com/,NC,2019,2019,1/7/2020,,1,,,,,
The Truth About Guns,,https://www.thetruthaboutguns.com/,UR,123,2019,1/7/2020,,1,,,,,
Tunefind,,https://www.tunefind.com/,UR,12,2019,1/7/2020,,1,,,,,
TV Guide,,http://www.tvguidemagazine.com/,R,12,2012,1/7/2020,,"1
2",,,,,
TV Tropes,,https://tvtropes.org/,UR,12,2016,1/7/2020,,1,,,,,
Twitter,,twitter.com,UR,33[q],2019,1/7/2020,,1,,,,,
Urban Dictionary,,https://www.urbandictionary.com/,UR,12,2009,1/7/2020,,1,,,,,
Us Weekly,,https://www.usmagazine.com/,NC,12345,2018,1/7/2020,,1,,,,,
USA Today,,https://www.usatoday.com/,R,,2018,1/7/2020,,,,,,,
Vanity Fair,,https://www.vanityfair.com/,R,12,2019,1/7/2020,,1,,,,,
Variety,,https://variety.com/,R,12345,2016,1/7/2020,,1,,,,,
VDARE,,https://vdare.com/,D,20181,2019,1/7/2020,,1,,,,,
Venezuelanalysis,,https://venezuelanalysis.com/,UR,"20191
AB",2019,1/7/2020,,1,,,,,
VentureBeat,,https://venturebeat.com/,R,12,2011,1/7/2020,,1,,,,,
The Verge,,https://www.theverge.com/,R,20181,2019,1/7/2020,,1,,,,,
Veterans Today,,www.veteranstoday.com/about-vt,D,,2019,1/7/2020,,,,,,,
VG Chartz,,vgchartz.com,UR,,2019,1/7/2020,,,,,,,
Vice Media,"Garage,i-D,Refinery29,Vice,Vice News",vice.com,NC,123456,2019,1/7/2020,,"1
2",,,,,
Vogue,,https://www.vogue.com/,R,1234,2018,1/7/2020,,1,,,,,
Vox,,vox.com,R,123,2017,1/7/2020,,1,,,,,
Recode,,https://www.vox.com/recode,R,,2017,1/7/2020,,,,,,,
The Wall Street Journal,,https://www.wsj.com/,R,12345,2019,1/7/2020,,1,,,,,
Washington Examiner,,https://www.washingtonexaminer.com/,NC,123456,2019,1/7/2020,,1,,,,,
The Washington Post,,https://www.washingtonpost.com/,R,12345678910111213,2019,1/7/2020,,1,,,,,
The Washington Times,,https://www.washingtontimes.com/,NC,123,2019,1/7/2020,,1,,,,,
The Weekly Standard,,https://www.weeklystandard.com/,R,123,2014,1/7/2020,,1,,,,,
Who's Who,,https://www.ukwhoswho.com/,NC,123,2019,1/7/2020,,1,,,,,
WhoSampled,,https://www.whosampled.com/,UR,12,2016,1/7/2020,,1,,,,,
Wikidata,,https://www.wikidata.org/wiki/Wikidata:Main_Page,UR,2013201812,2018,1/7/2020,,1,,,,,
Wikidatatranscluded statements,,www.wikidata.org,NC,2013201812,2018,1/7/2020,,—,,,,,
WikiLeaks,,https://wikileaks.org/,UR,123456789101112,2018,1/7/2020,,1,,,,,
Wikinews,,https://www.wikinews.org/,UR,12345678,2012,1/7/2020,,1,,,,,
Wikipedia,,https://en.wikipedia.org,UR,15[r],2018,1/7/2020,,1,,,,,
Wired,,https://www.wired.com/,R,123456789A,2018,1/7/2020,,1,,,,,
WordPress.com,,https://wordpress.com/,UR,12345678910111213,2018,1/7/2020,,1,,,,,
WorldNetDaily,,https://www.wnd.com/,D,2018+16[s],2018,1/7/2020,,"1
2",,,,,
YouTube,,https://www.youtube.com,UR,123456789,2019,1/7/2020,,1,,,,,
ZDNet,,https://www.zdnet.com/,R,1234567,2018,1/7/2020,,1,,,,,
Zero Hedge,,https://www.zerohedge.com/,UR,123,2019,1/7/2020,,1,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
,,,,,,1/7/2020,,,,,,,
